"post_id","tieu_de_bai_viet","link_bai_viet","noi_dung_comment"
DYQtqiWmowU,Mọi người ơi cho mình hỏi ở Việt Nam có chỗ nào mà chữa lành ở một thời gian dài không ạ .,https://www.threads.com/@_hnyn017/post/DYQtqiWmowU,"Muốn chữa lành ra đảo của tui nè, t chỉ mua miếng đất trên đảo thôi, ko điện chỉ có điện nlm trời, ko ks, ko nhà hàng, dân hàng ngày đi bắt cá, mực nhum..về nấu ăn rồi chiều đi tắm biển, lặn san hô, rảnh thì thuê thuyền đi câu mực hoặc qua mấy resort trả tiền vào tắm biển, tối mua bia rượu về nhậu, dân tuyệt đối nhiệt tình"
DYQtqiWmowU,Mọi người ơi cho mình hỏi ở Việt Nam có chỗ nào mà chữa lành ở một thời gian dài không ạ .,https://www.threads.com/@_hnyn017/post/DYQtqiWmowU,"Muốn khoe 1 chút rẫy của mẹ mình trên núi☺️ mẹ mình ở hơn 20 mấy năm r, tới bây giờ vẫn chưa có điện, ko có wifi. Mẹ mình chăn nuôi làm rẫy ở rất chill luôn, cảnh đẹp mà ko ồn ào vì trên núi cũng ko có mấy ai ở 😅. Đây cũng là nơi chữa lành của mình."
DYQtqiWmowU,Mọi người ơi cho mình hỏi ở Việt Nam có chỗ nào mà chữa lành ở một thời gian dài không ạ .,https://www.threads.com/@_hnyn017/post/DYQtqiWmowU,"homstay ninh sim ninh hoà khánh hoà ,có suối hẻo lánh nhưng gần dân cư sát quán cafe chill bao tự kỷ"
DYQtqiWmowU,Mọi người ơi cho mình hỏi ở Việt Nam có chỗ nào mà chữa lành ở một thời gian dài không ạ .,https://www.threads.com/@_hnyn017/post/DYQtqiWmowU,Phú Yên nhennnn hoặc bạn về miền Tây( Trà Vinh) ó
DYQtqiWmowU,Mọi người ơi cho mình hỏi ở Việt Nam có chỗ nào mà chữa lành ở một thời gian dài không ạ .,https://www.threads.com/@_hnyn017/post/DYQtqiWmowU,B nghĩ sao về việc đi đến concert atvncg ạ? Mình chữa lành ở đó đc 2 năm rồi 2.7K
DYQtqiWmowU,Mọi người ơi cho mình hỏi ở Việt Nam có chỗ nào mà chữa lành ở một thời gian dài không ạ .,https://www.threads.com/@_hnyn017/post/DYQtqiWmowU,Phú Yên
DRgdGjvGPQr,Không biết quan điểm của mn về tôn giáo như thế nào.,https://www.threads.com/@g3mpo5h/post/DRgdGjvGPQr,Profile
DRgdGjvGPQr,Không biết quan điểm của mn về tôn giáo như thế nào.,https://www.threads.com/@g3mpo5h/post/DRgdGjvGPQr,Ý là chữ kỳ ở đây là kiểu như từ chối nhưng mà không lịch sự ấy chứ mình không có Ý gì hết. Một số bạn vào bình luận rất khiếm nhã không có tinh thần cầu thị gì hết ạ chứ mình không có ý gì. Mình chỉ nói là cứ nói chuyện rồi đến một thời điểm nào đấy nói về tôn giáo không hợp thì thôi chứ mới đầu như vậy thì mình cũng sợ người kia nghĩ ngợi. Mình chỉ nghĩ vậy thôi nhưng sao một số bạn vào chửi bới um sùm lên mình thấy cũng buồn ạ
DRgdGjvGPQr,Không biết quan điểm của mn về tôn giáo như thế nào.,https://www.threads.com/@g3mpo5h/post/DRgdGjvGPQr,"Thực ra việc khác nhau về tôn giáo hay quan điểm nó dẫn đến nhiều hệ luỵ trong mqh lắm bạn. Nên cần phải làm rõ ngay từ đầu với nhau nếu không sau này yêu nhiều mà không đến đâu, tệ hơn là lập gia đình xong bắt đầu nảy sinh mâu thuẫn thì mệt lắm 🥹 ví dụ như người vô thần mà cưới phải người Công giáo nào sùng đạo đi, sau này có con chung thì người CG kia muốn con phải theo đạo mình, người vô thần lại không muốn, xong áp lực từ dòng họ bên người có đạo thì nó rất là mệt mỏi cho cả hai"
DRgdGjvGPQr,Không biết quan điểm của mn về tôn giáo như thế nào.,https://www.threads.com/@g3mpo5h/post/DRgdGjvGPQr,"Ủa, rõ ràng vậy cho khỏe. Tui- Thiên Chúa giáo và ngay từ lúc bắt đầu cũng xác định rõ và trao đổi thẳng thắn quan điểm với người khác luôn. K những tôn giáo mà ngay cả quan điểm sống cũng vậy thôi. K hạp k sống dài lâu được. Đó là cách mình tôn trọng họ và tôn trọng bản thân mà"
DRgdGjvGPQr,Không biết quan điểm của mn về tôn giáo như thế nào.,https://www.threads.com/@g3mpo5h/post/DRgdGjvGPQr,"theo đạo của bạn ở đây tức là thiên chúa giáo hay sao í? Vì cơ bản có những đạo không yêu cầu người không đạo phải theo, nhưng cũng có những đạo thì yêu cầu. T là người không đạo, t chỉ đi theo bản năng - ý muốn lúc đó chứ không ràng buộc vào một tôn giáo cụ thể, lúc đi chùa thì lạy phật, đi điện thì lạy mẫu, đi nhà thờ thì nghe giảng vậy thôi nhưng nếu phải theo một đạo cụ thể thì tự nhiên sẽ có sự ràng buộc của riêng nó."
DRgdGjvGPQr,Không biết quan điểm của mn về tôn giáo như thế nào.,https://www.threads.com/@g3mpo5h/post/DRgdGjvGPQr,"Bạn của bạn không kì, vì từ đầu đã không có niềm tin - thậm chí người được giới thiệu cũng không phải người họ ""thích"", vậy tại sao họ lại phải tìm hiểu tiếp trong khi đó là điểm trừ to lớn với họ - người không thích ràng buộc?"
DRgdGjvGPQr,Không biết quan điểm của mn về tôn giáo như thế nào.,https://www.threads.com/@g3mpo5h/post/DRgdGjvGPQr,vậy đó mà kêu đứa b nó kh kì là nó nhảy cẫng lên 😂
DRgdGjvGPQr,Không biết quan điểm của mn về tôn giáo như thế nào.,https://www.threads.com/@g3mpo5h/post/DRgdGjvGPQr,"Hai bạn trong câu chuyện này bình thường mà nhỉ. Một ng kg có đạo, kg có đức tin về một tôn giáo nào đó thì kg thích bị ép buộc. Ng còn lại thì tin đạo, và đôi khi mong muốn bạn đời của mình hiểu biết và đồng hành tùy mức độ. (có thể theo cả Công giáo, Phật giáo và những đạo khác hoạt động đúng pháp luật VN) Kg cùng chí hướng thì giải tán. Hai bạn này cũng mới nói chuyện thôi mà chứ đã yêu lên bờ xuống ruộng dài mấy năm đâu~"
DRgdGjvGPQr,Không biết quan điểm của mn về tôn giáo như thế nào.,https://www.threads.com/@g3mpo5h/post/DRgdGjvGPQr,"Ủng hộ bạn của bạn nhen. Vậy đi cho nhanh, chứ quen rồi mai mốt lại phải ngồi xuống giải quyết vấn đề theo hay ko theo Đạo."
DRgdGjvGPQr,Không biết quan điểm của mn về tôn giáo như thế nào.,https://www.threads.com/@g3mpo5h/post/DRgdGjvGPQr,"Đúng rồi nhiều người nghĩ tôn giáo là phụ thôi có gì đâu nhưng mà không bạn ơi. Thà thẳng thắn 1 lần cho xong, khác tôn giáo là mindset khác, 1 người có tôn giáo và 1 người không có tôn giáo mindset cũng khác r. 2 người cùng tôn giáo mà còn cãi nhau nữa kìa"
DaX-MYRiSWY,"Đứa nào ở thanh hoá đi chơi k , t nam nhé !",https://www.threads.com/@lamduy89806/post/DaX-MYRiSWY,Profile
DaX-MYRiSWY,"Đứa nào ở thanh hoá đi chơi k , t nam nhé !",https://www.threads.com/@lamduy89806/post/DaX-MYRiSWY,Đi mô hầy
DaX-MYRiSWY,"Đứa nào ở thanh hoá đi chơi k , t nam nhé !",https://www.threads.com/@lamduy89806/post/DaX-MYRiSWY,Đi đẩy đc k
DUHGKixE5Gx,TÔN GIÁO LÀ GÌ Á???,https://www.threads.com/@trhieuuu29/post/DUHGKixE5Gx,Profile
DUHGKixE5Gx,TÔN GIÁO LÀ GÌ Á???,https://www.threads.com/@trhieuuu29/post/DUHGKixE5Gx,"Tôn giáo gồm giáo chúng, 1 vị thần và 1 giáo hoàng."
DUHGKixE5Gx,TÔN GIÁO LÀ GÌ Á???,https://www.threads.com/@trhieuuu29/post/DUHGKixE5Gx,"Kiểu, mỏ neo tinh thần ấy, lấy giáo lí lm nguyên tắc sống luôn,vì bản thân họ k tự lm đc"
DUHGKixE5Gx,TÔN GIÁO LÀ GÌ Á???,https://www.threads.com/@trhieuuu29/post/DUHGKixE5Gx,Vì con người ko phải ai tinh thần cũng minh mẫn sáng suốt nên phải dựa vào những niềm tin ấy.
DUHGKixE5Gx,TÔN GIÁO LÀ GÌ Á???,https://www.threads.com/@trhieuuu29/post/DUHGKixE5Gx,Tại sao không hi vọng vào chính mình? Chấp nhận sự vô thường. Làm tốt những gì có thể mà không xin xỏ ai?
DUHGKixE5Gx,TÔN GIÁO LÀ GÌ Á???,https://www.threads.com/@trhieuuu29/post/DUHGKixE5Gx,"Vì chính mình cũng phạm sai lầm, trước khi muốn sửa sai đã bị bố mẹ cho ăn đòn, xã hội chỉ trích, tệ hơn có thể tham gia juventus"
DUHGKixE5Gx,TÔN GIÁO LÀ GÌ Á???,https://www.threads.com/@trhieuuu29/post/DUHGKixE5Gx,"Đạo là con đường. Và con đường dẫn đi đâu. Nếu người không có đạo thì họ chỉ sống cho đời này thôi. Có thể bất chấp, chộp giật, ham muốn để thỏa mãn đời này. Nhưng nếu người hiểu đạo. Họ sống không chỉ cho đời này mà còn đời sau nữa. Hy vọng ở thế giới vĩnh cửu."
DUHGKixE5Gx,TÔN GIÁO LÀ GÌ Á???,https://www.threads.com/@trhieuuu29/post/DUHGKixE5Gx,"con người thường đi tìm mục đích sống của mình, trong đó có cả hy vọng một tương lai bình yên. Có người tìm thấy những điều đó trong Tôn Giáo."
DUHGKixE5Gx,TÔN GIÁO LÀ GÌ Á???,https://www.threads.com/@trhieuuu29/post/DUHGKixE5Gx,"Câu đó đúng nhưng không đủ. Khoa học mang lại nhiều hi vọng hơn, từ chữa bệnh đến kiểm soát thiên tai... Nên những hi vọng do tôn giáo mang lại càng ngày càng ít"
DUHGKixE5Gx,TÔN GIÁO LÀ GÌ Á???,https://www.threads.com/@trhieuuu29/post/DUHGKixE5Gx,"Khoa học chỉ thiếu mỗi giải thích sau cái chết, và ai cũng sợ chết"
DZwGPRkgY8T,"Em có 1 ngày ở Nam Định thì ăn gì , chơi gì cho zui nhở mọi người 😆.",https://www.threads.com/@nguyenkieutrang_8699/post/DZwGPRkgY8T,Profile
DZwGPRkgY8T,"Em có 1 ngày ở Nam Định thì ăn gì , chơi gì cho zui nhở mọi người 😆.",https://www.threads.com/@nguyenkieutrang_8699/post/DZwGPRkgY8T,ib tui gửi địa điểm cho
DZwGPRkgY8T,"Em có 1 ngày ở Nam Định thì ăn gì , chơi gì cho zui nhở mọi người 😆.",https://www.threads.com/@nguyenkieutrang_8699/post/DZwGPRkgY8T,· Ù để t nhắn gim lần tới đi nha
DZwGPRkgY8T,"Em có 1 ngày ở Nam Định thì ăn gì , chơi gì cho zui nhở mọi người 😆.",https://www.threads.com/@nguyenkieutrang_8699/post/DZwGPRkgY8T,Ăn thì nhiều lắm kkk
DZwGPRkgY8T,"Em có 1 ngày ở Nam Định thì ăn gì , chơi gì cho zui nhở mọi người 😆.",https://www.threads.com/@nguyenkieutrang_8699/post/DZwGPRkgY8T,· Ăn bánh cuốn rồi bạn ạ. Quê nội tui ở đó🤗
DZwGPRkgY8T,"Em có 1 ngày ở Nam Định thì ăn gì , chơi gì cho zui nhở mọi người 😆.",https://www.threads.com/@nguyenkieutrang_8699/post/DZwGPRkgY8T,Food tour đi
DZwGPRkgY8T,"Em có 1 ngày ở Nam Định thì ăn gì , chơi gì cho zui nhở mọi người 😆.",https://www.threads.com/@nguyenkieutrang_8699/post/DZwGPRkgY8T,· Vừa ăn bánh cuốn xong bạn hi . Có gì ngon nữa k nhỉ
DZwGPRkgY8T,"Em có 1 ngày ở Nam Định thì ăn gì , chơi gì cho zui nhở mọi người 😆.",https://www.threads.com/@nguyenkieutrang_8699/post/DZwGPRkgY8T,Bánh mì đò quan . Xôi cổng trường xeku . Chè trường chinh .phở 5k phố 19/5
DZwGPRkgY8T,"Em có 1 ngày ở Nam Định thì ăn gì , chơi gì cho zui nhở mọi người 😆.",https://www.threads.com/@nguyenkieutrang_8699/post/DZwGPRkgY8T,· Nam Định đi 1 vòng là hết nhỉ he he
DZwGPRkgY8T,"Em có 1 ngày ở Nam Định thì ăn gì , chơi gì cho zui nhở mọi người 😆.",https://www.threads.com/@nguyenkieutrang_8699/post/DZwGPRkgY8T,"giờ thì có bánh mì chân cầu đò quan bánh cuốn thịt nướng máy tơ bún chả nhà thờ , phở bò cơm rang hàng hầm nữa b"
DXljVtdkYUc,Sos sao tui thấy đạo công giáo bị coi thường v ạ trải qua 2 mối tình nhưng ngta bảo ko thích đạo công giáo mn cho xin lời khuyên đi ( ai là gái công giáo dc là…,https://www.threads.com/@maitan.duc/post/DXljVtdkYUc,Profile
DXljVtdkYUc,Sos sao tui thấy đạo công giáo bị coi thường v ạ trải qua 2 mối tình nhưng ngta bảo ko thích đạo công giáo mn cho xin lời khuyên đi ( ai là gái công giáo dc là…,https://www.threads.com/@maitan.duc/post/DXljVtdkYUc,Bạn tự coi thường ấy chứ . T thấy bth mà hoặc bạn đen yêu nhầm người thôi.
DXljVtdkYUc,Sos sao tui thấy đạo công giáo bị coi thường v ạ trải qua 2 mối tình nhưng ngta bảo ko thích đạo công giáo mn cho xin lời khuyên đi ( ai là gái công giáo dc là…,https://www.threads.com/@maitan.duc/post/DXljVtdkYUc,"Mình dc nhìu người theo đuổi nè cả người có đạo và ko đạo. Chồng mình là người ngoại đạo, lúc đang theo đuổi cứ theo mình đi lễ nhà Thờ miết, mình đi sinh hoạt cũng theo đi, đi chia sẻ cũng theo đi, đi căm trại e cũng đi đăng ký xong theo đi mặc dù ổng chẳng biết gì hết, lúc đầu mình ko ưa nhưng sau dần thấy ổng tốt tính tử tế nên cũng thích, giờ lấy nhau dc 11 năm rồi í. ổng tự nguyện theo đạo và giữ đạo đến giờ luôn. ổng mà coi thường đạo chắc mình cho next lâu rồi ^^."
DXljVtdkYUc,Sos sao tui thấy đạo công giáo bị coi thường v ạ trải qua 2 mối tình nhưng ngta bảo ko thích đạo công giáo mn cho xin lời khuyên đi ( ai là gái công giáo dc là…,https://www.threads.com/@maitan.duc/post/DXljVtdkYUc,":))) vậy thì mình nghĩ mấy bạn đó không thích bạn, người thích bạn họ sẽ tôn trộng đức tin của bạn"
DXljVtdkYUc,Sos sao tui thấy đạo công giáo bị coi thường v ạ trải qua 2 mối tình nhưng ngta bảo ko thích đạo công giáo mn cho xin lời khuyên đi ( ai là gái công giáo dc là…,https://www.threads.com/@maitan.duc/post/DXljVtdkYUc,Chủ tút vớ vẩn đó mọi người nha !
DXljVtdkYUc,Sos sao tui thấy đạo công giáo bị coi thường v ạ trải qua 2 mối tình nhưng ngta bảo ko thích đạo công giáo mn cho xin lời khuyên đi ( ai là gái công giáo dc là…,https://www.threads.com/@maitan.duc/post/DXljVtdkYUc,"Bạn đang nhầm lẫm giữa đạo Công Giáo,và người có đạo Công Giáo(là bạn đó),coi lại coi,họ xem thường Đạo CG,hay xem thường bạn?"
DXljVtdkYUc,Sos sao tui thấy đạo công giáo bị coi thường v ạ trải qua 2 mối tình nhưng ngta bảo ko thích đạo công giáo mn cho xin lời khuyên đi ( ai là gái công giáo dc là…,https://www.threads.com/@maitan.duc/post/DXljVtdkYUc,Tham gia nhóm Phượt công giáo hoặc ca đoàn. Hoặc nhóm hẹn hò Công giáo nhé.
DXljVtdkYUc,Sos sao tui thấy đạo công giáo bị coi thường v ạ trải qua 2 mối tình nhưng ngta bảo ko thích đạo công giáo mn cho xin lời khuyên đi ( ai là gái công giáo dc là…,https://www.threads.com/@maitan.duc/post/DXljVtdkYUc,e nên quen ng công giáo nhé. như c nhà ny cũng kì thị ng cg. nhưng do yêu nhau cố tình có e bé.và giờ c quyêtd ở vậy ko cưới nữa
DXljVtdkYUc,Sos sao tui thấy đạo công giáo bị coi thường v ạ trải qua 2 mối tình nhưng ngta bảo ko thích đạo công giáo mn cho xin lời khuyên đi ( ai là gái công giáo dc là…,https://www.threads.com/@maitan.duc/post/DXljVtdkYUc,Kệ họ đi bn. Tìm người cùng đạo mà quen
DXljVtdkYUc,Sos sao tui thấy đạo công giáo bị coi thường v ạ trải qua 2 mối tình nhưng ngta bảo ko thích đạo công giáo mn cho xin lời khuyên đi ( ai là gái công giáo dc là…,https://www.threads.com/@maitan.duc/post/DXljVtdkYUc,Mình thấy đạo công giáo nước ngoài mới ưa chuộng . Bên vn thì ít người theo
DbNQH_bgfHY,"M.n cho mình hỏi cái món sữa tuyết vân nam nó có ngon kh mà thấy nó nổi lên v, sao t nhìn nó cứ như cháo trắng cho trẻ em v..",https://www.threads.com/@nganh_thu13/post/DbNQH_bgfHY,Profile
DbNQH_bgfHY,"M.n cho mình hỏi cái món sữa tuyết vân nam nó có ngon kh mà thấy nó nổi lên v, sao t nhìn nó cứ như cháo trắng cho trẻ em v..",https://www.threads.com/@nganh_thu13/post/DbNQH_bgfHY,"Unchade 186 Lương Thế Vinh hiện tại đang bán nè, giá dùng thử vô cùng hợp lý luôn. 🥰"
DbNQH_bgfHY,"M.n cho mình hỏi cái món sữa tuyết vân nam nó có ngon kh mà thấy nó nổi lên v, sao t nhìn nó cứ như cháo trắng cho trẻ em v..",https://www.threads.com/@nganh_thu13/post/DbNQH_bgfHY,"Chả có j luôn , sữa thôi , toàn fomo ấy mà"
DbNQH_bgfHY,"M.n cho mình hỏi cái món sữa tuyết vân nam nó có ngon kh mà thấy nó nổi lên v, sao t nhìn nó cứ như cháo trắng cho trẻ em v..",https://www.threads.com/@nganh_thu13/post/DbNQH_bgfHY,"Shop tui có bán Sữa Tuyết Vân Nam ở Bắc Từ Liêm , Hà Nội nha"
DbNQH_bgfHY,"M.n cho mình hỏi cái món sữa tuyết vân nam nó có ngon kh mà thấy nó nổi lên v, sao t nhìn nó cứ như cháo trắng cho trẻ em v..",https://www.threads.com/@nganh_thu13/post/DbNQH_bgfHY,T cũng chưa ăn mà nghe đồn nó giống bingsu ấy bà
DbNQH_bgfHY,"M.n cho mình hỏi cái món sữa tuyết vân nam nó có ngon kh mà thấy nó nổi lên v, sao t nhìn nó cứ như cháo trắng cho trẻ em v..",https://www.threads.com/@nganh_thu13/post/DbNQH_bgfHY,"Chắc như sữa đậu để đông th, trông ko có vẻ j là ngon hết"
DZeBtZ0iZ9Z,"dạy tiếng việt cho người trung quốc Chào các đồng môn, có ai có giáo trình dạy tiếng Việt cho người Trung không share cho e tham khảo với ạ, hoặc chỉ em chỗ mu…",https://www.threads.com/@luong1607/post/DZeBtZ0iZ9Z,Profile
DZeBtZ0iZ9Z,"dạy tiếng việt cho người trung quốc Chào các đồng môn, có ai có giáo trình dạy tiếng Việt cho người Trung không share cho e tham khảo với ạ, hoặc chỉ em chỗ mu…",https://www.threads.com/@luong1607/post/DZeBtZ0iZ9Z,· Cho mình vào nhóm với ạ
DZeBtZ0iZ9Z,"dạy tiếng việt cho người trung quốc Chào các đồng môn, có ai có giáo trình dạy tiếng Việt cho người Trung không share cho e tham khảo với ạ, hoặc chỉ em chỗ mu…",https://www.threads.com/@luong1607/post/DZeBtZ0iZ9Z,"giáo trình tiếng việt 123 cho người trung mình thấy ok đó bạn, mình dạy xong người trung phản hồi nhớ bài khá lâu"
DZeBtZ0iZ9Z,"dạy tiếng việt cho người trung quốc Chào các đồng môn, có ai có giáo trình dạy tiếng Việt cho người Trung không share cho e tham khảo với ạ, hoặc chỉ em chỗ mu…",https://www.threads.com/@luong1607/post/DZeBtZ0iZ9Z,· Mua cái đó ở đâu ạ
DZeBtZ0iZ9Z,"dạy tiếng việt cho người trung quốc Chào các đồng môn, có ai có giáo trình dạy tiếng Việt cho người Trung không share cho e tham khảo với ạ, hoặc chỉ em chỗ mu…",https://www.threads.com/@luong1607/post/DZeBtZ0iZ9Z,"Trên fahasa mình thấy có, nma cx khá đắt, hiện mk dùng file pdf online á"
DZeBtZ0iZ9Z,"dạy tiếng việt cho người trung quốc Chào các đồng môn, có ai có giáo trình dạy tiếng Việt cho người Trung không share cho e tham khảo với ạ, hoặc chỉ em chỗ mu…",https://www.threads.com/@luong1607/post/DZeBtZ0iZ9Z,cho mình chấm hóng ké nha hị hị mình cũng đang quan tâm
DbL5hF4E0Y6,wc ơi để ý Việt Nam một tí Translate 1/2 15.5K 1.6K Top View activityView activity,https://www.threads.com/@vufuog.ahh_/post/DbL5hF4E0Y6,Profile
DbL5hF4E0Y6,wc ơi để ý Việt Nam một tí Translate 1/2 15.5K 1.6K Top View activityView activity,https://www.threads.com/@vufuog.ahh_/post/DbL5hF4E0Y6,dcm mấy bố trong cmt đ biết giỡn à😀 1.2K
DbL5hF4E0Y6,wc ơi để ý Việt Nam một tí Translate 1/2 15.5K 1.6K Top View activityView activity,https://www.threads.com/@vufuog.ahh_/post/DbL5hF4E0Y6,Cứ đà này sớm muộn gì World Cup 2030 cũng diễn ra ở Tây Ban Nha 3.5K
DbL5hF4E0Y6,wc ơi để ý Việt Nam một tí Translate 1/2 15.5K 1.6K Top View activityView activity,https://www.threads.com/@vufuog.ahh_/post/DbL5hF4E0Y6,vô địch wc 2030 đc r 1.2K
DbL5hF4E0Y6,wc ơi để ý Việt Nam một tí Translate 1/2 15.5K 1.6K Top View activityView activity,https://www.threads.com/@vufuog.ahh_/post/DbL5hF4E0Y6,vc nhìn phát biết dỡn luôn ấy các bố:)))))))
DbL5hF4E0Y6,wc ơi để ý Việt Nam một tí Translate 1/2 15.5K 1.6K Top View activityView activity,https://www.threads.com/@vufuog.ahh_/post/DbL5hF4E0Y6,· bảo về fb thì k chịu😞
DbL5hF4E0Y6,wc ơi để ý Việt Nam một tí Translate 1/2 15.5K 1.6K Top View activityView activity,https://www.threads.com/@vufuog.ahh_/post/DbL5hF4E0Y6,cứ tiến độ như thế này thì 5 tháng nữa 2027
DbL5hF4E0Y6,wc ơi để ý Việt Nam một tí Translate 1/2 15.5K 1.6K Top View activityView activity,https://www.threads.com/@vufuog.ahh_/post/DbL5hF4E0Y6,wc là nhà vệ sinh hả mn
DbL5hF4E0Y6,wc ơi để ý Việt Nam một tí Translate 1/2 15.5K 1.6K Top View activityView activity,https://www.threads.com/@vufuog.ahh_/post/DbL5hF4E0Y6,"Quả thứ nhất và thứ hai, họ gọi là bàn thắng Quả thứ 3 và thứ 4, họ gọi là kỳ tích Quả thứ 5 trở đi người ta bắt đầu nói về tình người-"
DbL5hF4E0Y6,wc ơi để ý Việt Nam một tí Translate 1/2 15.5K 1.6K Top View activityView activity,https://www.threads.com/@vufuog.ahh_/post/DbL5hF4E0Y6,· kệ đi fifa để ý là dc🥰
DZzBF5Ckx8f,Topic: Bạn thấy một giáo viên nào đó không hề xứng với nghề.,https://www.threads.com/@thu130314/post/DZzBF5Ckx8f,Profile
DZzBF5Ckx8f,Topic: Bạn thấy một giáo viên nào đó không hề xứng với nghề.,https://www.threads.com/@thu130314/post/DZzBF5Ckx8f,Dĩ nhiên là Top 1: Đì Top 2: EQ thấp Top 3: Dê 😂😂
DZzBF5Ckx8f,Topic: Bạn thấy một giáo viên nào đó không hề xứng với nghề.,https://www.threads.com/@thu130314/post/DZzBF5Ckx8f,· 2 và3 =))) thiệt sự là hãm vô cùng
DZzBF5Ckx8f,Topic: Bạn thấy một giáo viên nào đó không hề xứng với nghề.,https://www.threads.com/@thu130314/post/DZzBF5Ckx8f,"Gv yêu đương với hs của mình, dù đang hoc hay đã tốt nghiệp thì t đều cho là đạo đức sư phạm có vấn đề :))"
DZzBF5Ckx8f,Topic: Bạn thấy một giáo viên nào đó không hề xứng với nghề.,https://www.threads.com/@thu130314/post/DZzBF5Ckx8f,"Giáo viên mà lên lớp hay bắt hs dạy hc thay còn bảo là rèn cách thuyết trình đứng trc đám đông cho tốt , hs giảng dở + ngại là chửi 🫠 t ko biết có thật đó là ng có hơn 20 năm kinh nghiệm đi dạy thật ko nx?"
DZzBF5Ckx8f,Topic: Bạn thấy một giáo viên nào đó không hề xứng với nghề.,https://www.threads.com/@thu130314/post/DZzBF5Ckx8f,"· E ichang nee, năm nay là năm đầu cấp của t và gặp phải một ông dạy thờ ơ vch, vào lớp chỉ nói linh tinh, ví dụ, xg kh giảng gì cả, thay vào đó thì đạo lý, dạy đời và tất nhiên t người nghe sẽ bắt buộc thành ng thiếu hiểu biết,kh liên quan gì đến bài học, mà lúc nào cũng nghĩ mình đã làm tốt í. Kh riêng gì t mà cả trường, cả vài gv trg trường cũng thấy v lun í."
DZzBF5Ckx8f,Topic: Bạn thấy một giáo viên nào đó không hề xứng với nghề.,https://www.threads.com/@thu130314/post/DZzBF5Ckx8f,Trù học sinh :))
DZzBF5Ckx8f,Topic: Bạn thấy một giáo viên nào đó không hề xứng với nghề.,https://www.threads.com/@thu130314/post/DZzBF5Ckx8f,"giáo viên dạy hóa nha. Cái đợt thi hk1 bả chấm điểm lộn hết cho lớp t, sai tùm lum, t sửa điểm mà bả chấm thiếu pk hơn 1 điểm của t, lớp t lên nhiều thì bả kêu là bả chấm mệt, t là đứa phát hiện ra một câu sai ở gần cuối bài mà ko ai để ý, thế là t lên, t chx ns xg câu, bả đã nhảy vào mồm t ns ""thế em đã đọc kĩ đề bài và hiểu chx"""
DZzBF5Ckx8f,Topic: Bạn thấy một giáo viên nào đó không hề xứng với nghề.,https://www.threads.com/@thu130314/post/DZzBF5Ckx8f,"má, thề luôn, lúc đó t tưởng t sai, t chỉ lại cho bả, vì bả cầm bài thi của t,nên t cần đứng lại gần để chỉ cho bả coi lỗi, tự nhiên bả đó bị cđj á, tự nhiên né xa t mặc dù đếch làm đéo j, r còn ns ""em lên thắc mắc mà đứng gần tôi thế lgi"" mà t thề luôn là cái thái độ lúc ns hãm đéo chịu đc, làm như bả là trung tâm ko bằng á, bả mà ko chấm sai t lên làm cái đéo j, mé hãm điên, hư kiểu là mình là công chúa á trời, ko thích người khác đứng gần, suốt ngày tỏ ra mình tri thức."
DZzBF5Ckx8f,Topic: Bạn thấy một giáo viên nào đó không hề xứng với nghề.,https://www.threads.com/@thu130314/post/DZzBF5Ckx8f,"đóng cửa sổ bí thì ns mẹ ra là bí các em mở cửa sổ ra,mắc cl gì mà ""các em mở của ra cho oxy nó vào,đông người,lớp thì rộng,oxy lãng,..."" thề xàm l nha. Lp t lớp chọn, ừ có mấy đứa học ko giỏi mà vào đc ko ns đi,lúc gần cuối năm, lớp t kiểu ko coi trọng bả lắm, bởi bả hãm, nma vẫn giữ lễ phép tối thiểu vs người lớn nha, bạn t, nó học ko giỏi,cuối năm r nên học ko tập chung, nc vs ngủ, thật ra mấy đứa giỏi cx v nma bả dìm mấy đứa yếu á,"
DI9G1O3SEOH,"Diễu binh 30/4 Cho tui xin kinh nghiệm camp Bến Bạch Đằng hoặc Nam Kỳ Khởi Nghĩa với ạ 😭 bữa giờ tui bận chưa sắp xếp được thời gian đi xem buổi nào, 30/4 mới …",https://www.threads.com/@nguyuenbaophuong/post/DI9G1O3SEOH,Profile
DI9G1O3SEOH,"Diễu binh 30/4 Cho tui xin kinh nghiệm camp Bến Bạch Đằng hoặc Nam Kỳ Khởi Nghĩa với ạ 😭 bữa giờ tui bận chưa sắp xếp được thời gian đi xem buổi nào, 30/4 mới …",https://www.threads.com/@nguyuenbaophuong/post/DI9G1O3SEOH,có nên camp từ chiều 29 không các mom 😭 ăn ngủ vệ sinh ntn á
DI9G1O3SEOH,"Diễu binh 30/4 Cho tui xin kinh nghiệm camp Bến Bạch Đằng hoặc Nam Kỳ Khởi Nghĩa với ạ 😭 bữa giờ tui bận chưa sắp xếp được thời gian đi xem buổi nào, 30/4 mới …",https://www.threads.com/@nguyuenbaophuong/post/DI9G1O3SEOH,"tui ngồi ngay quán Steak Love độc lập trên đường NKKN xem dc 19 khối, ngay trụ chốt chặn luôn nên kh bị di dời đâu nè"
